Elapsed_Time,Volume (ml)
1.1019299030303955,0.0
1.1956634521484375,0.0
1.2901053428649902,0.0
1.3839781284332275,0.0
1.4780075550079346,0.0
1.5686900615692139,0.0
1.6627981662750244,0.0
1.7565057277679443,0.0
1.8513503074645996,0.0
1.941335678100586,0.0
2.0352349281311035,0.0
2.1297261714935303,0.0
2.227860450744629,0.0
2.3256101608276367,0.0
2.427955389022827,0.0
2.526628017425537,0.0
2.628882884979248,0.0
2.72721529006958,0.0
2.830082893371582,0.0
2.928168535232544,0.0
3.0262725353240967,0.0
3.128756523132324,0.0
3.227579355239868,0.0
3.3295063972473145,0.0
3.427428722381592,0.0
3.5305335521698,0.0
3.6290557384490967,0.0
3.7310707569122314,0.0
3.829395294189453,0.0
3.9272780418395996,0.0
4.029568433761597,0.0
4.128549814224243,0.0
4.230317115783691,0.0
4.329015731811523,0.0
4.42699933052063,0.0
4.530082941055298,0.0
4.632197856903076,0.0
4.730169773101807,0.0
4.828360557556152,0.0
4.931051015853882,0.0
5.0288755893707275,0.0
5.13171911239624,0.0
5.230536222457886,0.0
5.328223705291748,0.0
5.430891036987305,0.0
5.528874397277832,0.0
5.631692409515381,0.0
5.7294769287109375,0.0
5.831766366958618,0.0
5.930519104003906,0.0
6.032726049423218,0.0
6.131147146224976,0.0
6.229001998901367,0.0
6.331416368484497,0.0
6.429714202880859,0.0
6.532593727111816,0.0
6.6311516761779785,0.0
6.733550071716309,0.0
6.831750869750977,0.0
6.933854818344116,0.0
7.032331466674805,0.0
7.130088806152344,0.0
7.233303070068359,0.0
7.331171274185181,0.0
7.433706760406494,0.0
7.531783580780029,0.0
7.630302429199219,0.0
7.7328972816467285,0.0
7.835352182388306,0.0
7.933744192123413,0.0
8.031712532043457,0.0
8.134050369262695,0.0
8.231919050216675,0.0
8.334976196289062,0.0
8.43291425704956,2.0
8.531426429748535,7.0
8.633121967315674,11.0
8.73208737373352,14.0
8.834709882736206,16.0
8.933223724365234,16.0
9.03542709350586,18.0
9.133579015731812,23.0
9.236084699630737,33.0
9.33361029624939,38.0
9.431884765625,43.0
9.535142660140991,47.0
9.632658243179321,50.0
9.734868049621582,54.0
9.834040641784668,58.0
9.935692310333252,60.0
10.034229755401611,64.0
10.136948585510254,69.0
10.234700918197632,74.0
10.333759546279907,79.0
10.436094284057617,83.0
10.53381896018982,87.0
10.63591456413269,96.0
10.735397577285767,100.0
10.837337017059326,105.0
10.93514895439148,110.0
11.03833532333374,115.0
11.136641025543213,120.0
11.23855447769165,124.0
11.336703538894653,128.0
11.434805870056152,132.0
11.538033723831177,136.0
11.635749816894531,140.0
11.738614559173584,144.0
11.83626127243042,149.0
11.93883204460144,153.0
12.037333011627197,161.0
12.139447927474976,165.0
12.237998962402344,168.0
12.336629629135132,171.0
12.438632011413574,175.0
12.537122964859009,179.0
12.6390860080719,183.0
12.737465143203735,186.0
12.836095571517944,190.0
12.937881708145142,194.0
13.04090404510498,198.0
13.138967037200928,201.0
13.236894369125366,204.0
13.339947700500488,211.0
13.437883615493774,214.0
13.54084587097168,217.0
13.638727903366089,220.0
13.73708987236023,223.0
13.83969235420227,227.0
13.941978693008423,230.0
14.040266752243042,233.0
14.13818907737732,236.0
14.240828514099121,239.0
14.339382648468018,241.0
14.441838026046753,244.0
14.539371728897095,246.0
14.638129949569702,248.0
14.740189790725708,253.0
14.838844537734985,270.0
14.941620588302612,276.0
15.039403676986694,258.0
15.141608476638794,252.0
15.239929914474487,252.0
15.342664957046509,252.0
15.440844297409058,252.0
15.538770914077759,252.0
15.641995668411255,252.0
15.739691257476807,252.0
15.841724634170532,252.0
15.940639972686768,252.0
16.042519569396973,252.0
16.141703605651855,252.0
16.24350094795227,252.0
16.342167854309082,252.0
16.440728187561035,252.0
16.54292869567871,252.0
16.640986919403076,252.0
16.743502140045166,252.0
16.841995000839233,252.0
16.94023036956787,252.0
17.04203772544861,252.0
17.144947052001953,252.0
17.242591619491577,252.0
17.341790914535522,252.0
17.444035530090332,252.0
17.54157328605652,252.0
17.643901586532593,252.0
17.742477416992188,252.0
17.841222763061523,252.0
17.943105220794678,252.0
18.041556358337402,252.0
18.14420461654663,252.0
18.241925954818726,252.0
18.345040321350098,252.0
18.442991733551025,252.0
18.545034885406494,252.0
18.644113302230835,252.0
18.742172479629517,252.0
18.844624996185303,252.0
18.942869186401367,252.0
19.045437574386597,252.0
19.143021821975708,252.0
19.245882511138916,252.0
19.344287872314453,252.0
19.446111917495728,252.0
19.54448699951172,252.0
19.643338203430176,252.0
19.745214462280273,252.0
19.843420028686523,252.0
19.946433305740356,252.0
20.04483652114868,252.0
20.143366813659668,252.0
20.245616912841797,252.0
20.347654342651367,252.0
20.44623875617981,252.0
20.544593334197998,252.0
20.646212816238403,252.0
20.745062351226807,252.0
20.847362518310547,252.0
20.946080446243286,252.0
21.043931007385254,252.0
21.146648645401,252.0
21.24497699737549,252.0
21.347105026245117,252.0
21.44585609436035,252.0
21.5471088886261,252.0
21.64584755897522,252.0
21.748575687408447,252.0
21.845927715301514,252.0
21.944602012634277,252.0
22.047192096710205,252.0
22.145704984664917,252.0
22.248258352279663,252.0
22.346713542938232,252.0
22.44906210899353,252.0
22.54725670814514,252.0
22.648956537246704,252.0
22.747990131378174,252.0
22.845685720443726,252.0
22.94878625869751,252.0
23.04687237739563,252.0
23.14918875694275,252.0
23.247848749160767,252.0
23.345585584640503,252.0
23.447538137435913,252.0
23.550355195999146,252.0
23.64838147163391,252.0
23.7468101978302,252.0
23.849677324295044,252.0
23.947593212127686,252.0
24.049704790115356,252.0
24.147998094558716,252.0
24.247035264968872,252.0
24.34978222846985,252.0
24.45106792449951,252.0
24.550010681152344,252.0
24.648517847061157,252.0
24.750171184539795,252.0
24.84924626350403,252.0
24.95152187347412,252.0
25.049551248550415,252.0
25.14743733406067,252.0
25.250415802001953,252.0
25.348408460617065,252.0
25.451205492019653,252.0
25.548959493637085,252.0
25.65169334411621,252.0
25.74956178665161,252.0
25.851860284805298,252.0
25.950899839401245,252.0
26.049314498901367,252.0
26.151729583740234,252.0
26.249170064926147,252.0
26.35169768333435,252.0
26.450506448745728,252.0
26.55280065536499,252.0
26.651523113250732,252.0
26.75363278388977,252.0
26.852105379104614,252.0
